Value,Prefix,Suffix,Type,Status
G6LUF,G6,LUF,Call Sign - Amateur,Allocated
G6LUG,G6,LUG,Call Sign - Amateur,Allocated
G6LUH,G6,LUH,Call Sign - Amateur,Allocated
G6LUI,G6,LUI,Call Sign - Amateur,Reserved
G6LUJ,G6,LUJ,Call Sign - Amateur,Allocated
G6LUK,G6,LUK,Call Sign - Amateur,Allocated
G6LUL,G6,LUL,Call Sign - Amateur,Reserved
G6LUM,G6,LUM,Call Sign - Amateur,Allocated
G6LUO,G6,LUO,Call Sign - Amateur,Allocated
G6LUP,G6,LUP,Call Sign - Amateur,Reserved
G6LUQ,G6,LUQ,Call Sign - Amateur,Reserved
G6LUT,G6,LUT,Call Sign - Amateur,Reserved
G6LUU,G6,LUU,Call Sign - Amateur,Allocated
G6LUW,G6,LUW,Call Sign - Amateur,Allocated
G6LUY,G6,LUY,Call Sign - Amateur,Allocated
G6LUZ,G6,LUZ,Call Sign - Amateur,Allocated
G6LVB,G6,LVB,Call Sign - Amateur,Allocated
G6LVC,G6,LVC,Call Sign - Amateur,Allocated
G6LVE,G6,LVE,Call Sign - Amateur,Reserved
G6LVG,G6,LVG,Call Sign - Amateur,Allocated
G6LVI,G6,LVI,Call Sign - Amateur,Allocated
G6LVJ,G6,LVJ,Call Sign - Amateur,Allocated
G6LVM,G6,LVM,Call Sign - Amateur,Allocated
G6LVN,G6,LVN,Call Sign - Amateur,Allocated
G6LVO,G6,LVO,Call Sign - Amateur,Reserved
G6LVS,G6,LVS,Call Sign - Amateur,Allocated
G6LVT,G6,LVT,Call Sign - Amateur,Allocated
G6LVW,G6,LVW,Call Sign - Amateur,Allocated
G6LWA,G6,LWA,Call Sign - Amateur,Allocated
G6LWC,G6,LWC,Call Sign - Amateur,Allocated
G6LWD,G6,LWD,Call Sign - Amateur,Allocated
G6LWE,G6,LWE,Call Sign - Amateur,Reserved
G6LWH,G6,LWH,Call Sign - Amateur,Reserved
G6LWK,G6,LWK,Call Sign - Amateur,Allocated
G6LWO,G6,LWO,Call Sign - Amateur,Reserved
G6LWQ,G6,LWQ,Call Sign - Amateur,Reserved
G6LWT,G6,LWT,Call Sign - Amateur,Allocated
G6LWY,G6,LWY,Call Sign - Amateur,Allocated
G6LWZ,G6,LWZ,Call Sign - Amateur,Allocated
G6LXA,G6,LXA,Call Sign - Amateur,Reserved
G6LXB,G6,LXB,Call Sign - Amateur,Reserved
G6LXE,G6,LXE,Call Sign - Amateur,Allocated
G6LXF,G6,LXF,Call Sign - Amateur,Allocated
G6LXG,G6,LXG,Call Sign - Amateur,Reserved
G6LXI,G6,LXI,Call Sign - Amateur,Reserved
G6LXJ,G6,LXJ,Call Sign - Amateur,Reserved
G6LXK,G6,LXK,Call Sign - Amateur,Allocated
G6LXL,G6,LXL,Call Sign - Amateur,Allocated
G6LXM,G6,LXM,Call Sign - Amateur,Reserved
G6LXP,G6,LXP,Call Sign - Amateur,Allocated
G6LXU,G6,LXU,Call Sign - Amateur,Allocated
G6LXV,G6,LXV,Call Sign - Amateur,Allocated
G6LXW,G6,LXW,Call Sign - Amateur,Allocated
G6LXX,G6,LXX,Call Sign - Amateur,Allocated
G6LYA,G6,LYA,Call Sign - Amateur,Allocated
G6LYD,G6,LYD,Call Sign - Amateur,Allocated
G6LYE,G6,LYE,Call Sign - Amateur,Allocated
G6LYJ,G6,LYJ,Call Sign - Amateur,Allocated
G6LYK,G6,LYK,Call Sign - Amateur,Reserved
G6LYM,G6,LYM,Call Sign - Amateur,Allocated
G6LYS,G6,LYS,Call Sign - Amateur,Reserved
G6LYY,G6,LYY,Call Sign - Amateur,Allocated
G6LYZ,G6,LYZ,Call Sign - Amateur,Reserved
G6LZB,G6,LZB,Call Sign - Amateur,Allocated
G6LZH,G6,LZH,Call Sign - Amateur,Reserved
G6LZJ,G6,LZJ,Call Sign - Amateur,Reserved
G6LZM,G6,LZM,Call Sign - Amateur,Allocated
G6LZO,G6,LZO,Call Sign - Amateur,Reserved
G6LZP,G6,LZP,Call Sign - Amateur,Reserved
G6LZQ,G6,LZQ,Call Sign - Amateur,Reserved
G6LZU,G6,LZU,Call Sign - Amateur,Allocated
G6LZV,G6,LZV,Call Sign - Amateur,Reserved
G6LZX,G6,LZX,Call Sign - Amateur,Allocated
G6LZZ,G6,LZZ,Call Sign - Amateur,Allocated
G6MAA,G6,MAA,Call Sign - Amateur,Allocated
G6MAB,G6,MAB,Call Sign - Amateur,Allocated
G6MAC,G6,MAC,Call Sign - Amateur,Allocated
G6MAD,G6,MAD,Call Sign - Amateur,Allocated
G6MAE,G6,MAE,Call Sign - Amateur,Reserved
G6MAF,G6,MAF,Call Sign - Amateur,Allocated
G6MAJ,G6,MAJ,Call Sign - Amateur,Allocated
G6MAK,G6,MAK,Call Sign - Amateur,Reserved
G6MAM,G6,MAM,Call Sign - Amateur,Allocated
G6MAO,G6,MAO,Call Sign - Amateur,Reserved
G6MAP,G6,MAP,Call Sign - Amateur,Reserved
G6MAR,G6,MAR,Call Sign - Amateur,Allocated
G6MAT,G6,MAT,Call Sign - Amateur,Allocated
G6MAW,G6,MAW,Call Sign - Amateur,Allocated
G6MAY,G6,MAY,Call Sign - Amateur,Allocated
G6MBD,G6,MBD,Call Sign - Amateur,Allocated
G6MBF,G6,MBF,Call Sign - Amateur,Allocated
G6MBG,G6,MBG,Call Sign - Amateur,Reserved
G6MBH,G6,MBH,Call Sign - Amateur,Allocated
G6MBI,G6,MBI,Call Sign - Amateur,Allocated
G6MBL,G6,MBL,Call Sign - Amateur,Allocated
G6MBO,G6,MBO,Call Sign - Amateur,Reserved
G6MBR,G6,MBR,Call Sign - Amateur,Allocated
G6MBU,G6,MBU,Call Sign - Amateur,Reserved
G6MBV,G6,MBV,Call Sign - Amateur,Allocated
G6MBW,G6,MBW,Call Sign - Amateur,Reserved
G6MBY,G6,MBY,Call Sign - Amateur,Reserved
G6MC,G6,MC,Call Sign - Amateur,Allocated
G6MCB,G6,MCB,Call Sign - Amateur,Allocated
G6MCC,G6,MCC,Call Sign - Amateur,Allocated
G6MCD,G6,MCD,Call Sign - Amateur,Reserved
G6MCE,G6,MCE,Call Sign - Amateur,Allocated
G6MCG,G6,MCG,Call Sign - Amateur,Allocated
G6MCI,G6,MCI,Call Sign - Amateur,Allocated
G6MCJ,G6,MCJ,Call Sign - Amateur,Allocated
G6MCN,G6,MCN,Call Sign - Amateur,Allocated
G6MCO,G6,MCO,Call Sign - Amateur,Reserved
G6MCQ,G6,MCQ,Call Sign - Amateur,Allocated
G6MCS,G6,MCS,Call Sign - Amateur,Reserved
G6MCT,G6,MCT,Call Sign - Amateur,Reserved
G6MCU,G6,MCU,Call Sign - Amateur,Reserved
G6MCV,G6,MCV,Call Sign - Amateur,Allocated
G6MCX,G6,MCX,Call Sign - Amateur,Allocated
G6MCY,G6,MCY,Call Sign - Amateur,Allocated
G6MD,G6,MD,Call Sign - Amateur,Allocated
G6MDB,G6,MDB,Call Sign - Amateur,Reserved
G6MDC,G6,MDC,Call Sign - Amateur,Allocated
G6MDD,G6,MDD,Call Sign - Amateur,Allocated
G6MDF,G6,MDF,Call Sign - Amateur,Reserved
G6MDG,G6,MDG,Call Sign - Amateur,Allocated
G6MDM,G6,MDM,Call Sign - Amateur,Allocated
G6MDN,G6,MDN,Call Sign - Amateur,Allocated
G6MDR,G6,MDR,Call Sign - Amateur,Allocated
G6MDS,G6,MDS,Call Sign - Amateur,Allocated
G6MDT,G6,MDT,Call Sign - Amateur,Allocated
G6MDU,G6,MDU,Call Sign - Amateur,Allocated
G6MDV,G6,MDV,Call Sign - Amateur,Reserved
G6MDW,G6,MDW,Call Sign - Amateur,Reserved
G6MDY,G6,MDY,Call Sign - Amateur,Reserved
G6MEB,G6,MEB,Call Sign - Amateur,Reserved
G6MED,G6,MED,Call Sign - Amateur,Allocated
G6MEE,G6,MEE,Call Sign - Amateur,Reserved
G6MEH,G6,MEH,Call Sign - Amateur,Allocated
G6MEI,G6,MEI,Call Sign - Amateur,Allocated
G6MEJ,G6,MEJ,Call Sign - Amateur,Reserved
G6MEK,G6,MEK,Call Sign - Amateur,Allocated
G6MEM,G6,MEM,Call Sign - Amateur,Reserved
G6MEN,G6,MEN,Call Sign - Amateur,Allocated
G6MER,G6,MER,Call Sign - Amateur,Reserved
G6MEW,G6,MEW,Call Sign - Amateur,Allocated
G6MFB,G6,MFB,Call Sign - Amateur,Allocated
G6MFD,G6,MFD,Call Sign - Amateur,Allocated
G6MFH,G6,MFH,Call Sign - Amateur,Reserved
G6MFI,G6,MFI,Call Sign - Amateur,Reserved
G6MFL,G6,MFL,Call Sign - Amateur,Reserved
G6MFM,G6,MFM,Call Sign - Amateur,Reserved
G6MFP,G6,MFP,Call Sign - Amateur,Reserved
G6MFR,G6,MFR,Call Sign - Amateur,Allocated
G6MFT,G6,MFT,Call Sign - Amateur,Reserved
G6MFU,G6,MFU,Call Sign - Amateur,Allocated
G6MGA,G6,MGA,Call Sign - Amateur,Allocated
G6MGB,G6,MGB,Call Sign - Amateur,Allocated
G6MGE,G6,MGE,Call Sign - Amateur,Reserved
G6MGH,G6,MGH,Call Sign - Amateur,Allocated
G6MGN,G6,MGN,Call Sign - Amateur,Allocated
G6MGP,G6,MGP,Call Sign - Amateur,Reserved
G6MGQ,G6,MGQ,Call Sign - Amateur,Allocated
G6MGR,G6,MGR,Call Sign - Amateur,Reserved
G6MGS,G6,MGS,Call Sign - Amateur,Allocated
G6MGU,G6,MGU,Call Sign - Amateur,Reserved
G6MGW,G6,MGW,Call Sign - Amateur,Reserved
G6MGX,G6,MGX,Call Sign - Amateur,Reserved
G6MGY,G6,MGY,Call Sign - Amateur,Reserved
G6MGZ,G6,MGZ,Call Sign - Amateur,Allocated
G6MHC,G6,MHC,Call Sign - Amateur,Allocated
G6MHF,G6,MHF,Call Sign - Amateur,Allocated
G6MHG,G6,MHG,Call Sign - Amateur,Allocated
G6MHH,G6,MHH,Call Sign - Amateur,Allocated
G6MHK,G6,MHK,Call Sign - Amateur,Reserved
G6MHM,G6,MHM,Call Sign - Amateur,Reserved
G6MHN,G6,MHN,Call Sign - Amateur,Reserved
G6MHO,G6,MHO,Call Sign - Amateur,Allocated
G6MHP,G6,MHP,Call Sign - Amateur,Reserved
G6MHR,G6,MHR,Call Sign - Amateur,Allocated
G6MHU,G6,MHU,Call Sign - Amateur,Reserved
G6MHV,G6,MHV,Call Sign - Amateur,Allocated
G6MHY,G6,MHY,Call Sign - Amateur,Allocated
G6MIB,G6,MIB,Call Sign - Amateur,Reserved
G6MIC,G6,MIC,Call Sign - Amateur,Allocated
G6MID,G6,MID,Call Sign - Amateur,Allocated
G6MIF,G6,MIF,Call Sign - Amateur,Allocated
G6MIH,G6,MIH,Call Sign - Amateur,Allocated
G6MII,G6,MII,Call Sign - Amateur,Allocated
G6MIJ,G6,MIJ,Call Sign - Amateur,Reserved
G6MIP,G6,MIP,Call Sign - Amateur,Reserved
G6MIR,G6,MIR,Call Sign - Amateur,Reserved
G6MIS,G6,MIS,Call Sign - Amateur,Allocated
G6MIT,G6,MIT,Call Sign - Amateur,Allocated
G6MIU,G6,MIU,Call Sign - Amateur,Allocated
G6MIV,G6,MIV,Call Sign - Amateur,Reserved
G6MIW,G6,MIW,Call Sign - Amateur,Allocated
G6MIY,G6,MIY,Call Sign - Amateur,Allocated
G6MJA,G6,MJA,Call Sign - Amateur,Allocated
G6MJB,G6,MJB,Call Sign - Amateur,Allocated
G6MJD,G6,MJD,Call Sign - Amateur,Reserved
G6MJK,G6,MJK,Call Sign - Amateur,Reserved
G6MJM,G6,MJM,Call Sign - Amateur,Allocated
G6MJN,G6,MJN,Call Sign - Amateur,Allocated
G6MJQ,G6,MJQ,Call Sign - Amateur,Allocated
G6MJR,G6,MJR,Call Sign - Amateur,Reserved
G6MJS,G6,MJS,Call Sign - Amateur,Reserved
G6MJV,G6,MJV,Call Sign - Amateur,Reserved
G6MJW,G6,MJW,Call Sign - Amateur,Allocated
G6MJY,G6,MJY,Call Sign - Amateur,Allocated
G6MKB,G6,MKB,Call Sign - Amateur,Reserved
G6MKC,G6,MKC,Call Sign - Amateur,Reserved
G6MKD,G6,MKD,Call Sign - Amateur,Allocated
G6MKH,G6,MKH,Call Sign - Amateur,Reserved
G6MKI,G6,MKI,Call Sign - Amateur,Reserved
G6MKJ,G6,MKJ,Call Sign - Amateur,Allocated
G6MKK,G6,MKK,Call Sign - Amateur,Reserved
G6MKL,G6,MKL,Call Sign - Amateur,Allocated
G6MKO,G6,MKO,Call Sign - Amateur,Allocated
G6MKQ,G6,MKQ,Call Sign - Amateur,Allocated
G6MKR,G6,MKR,Call Sign - Amateur,Allocated
G6MKT,G6,MKT,Call Sign - Amateur,Reserved
G6MKV,G6,MKV,Call Sign - Amateur,Reserved
G6MKZ,G6,MKZ,Call Sign - Amateur,Allocated
G6MLF,G6,MLF,Call Sign - Amateur,Reserved
G6MLH,G6,MLH,Call Sign - Amateur,Allocated
G6MLI,G6,MLI,Call Sign - Amateur,Allocated
G6MLJ,G6,MLJ,Call Sign - Amateur,Allocated
G6MLL,G6,MLL,Call Sign - Amateur,Allocated
G6MLM,G6,MLM,Call Sign - Amateur,Reserved
G6MLS,G6,MLS,Call Sign - Amateur,Allocated
G6MLT,G6,MLT,Call Sign - Amateur,Reserved
G6MLV,G6,MLV,Call Sign - Amateur,Allocated
G6MLX,G6,MLX,Call Sign - Amateur,Reserved
G6MMA,G6,MMA,Call Sign - Amateur,Allocated
G6MMB,G6,MMB,Call Sign - Amateur,Allocated
G6MMC,G6,MMC,Call Sign - Amateur,Allocated
G6MMD,G6,MMD,Call Sign - Amateur,Allocated
G6MMF,G6,MMF,Call Sign - Amateur,Reserved
G6MMG,G6,MMG,Call Sign - Amateur,Allocated
G6MMJ,G6,MMJ,Call Sign - Amateur,Allocated
G6MML,G6,MML,Call Sign - Amateur,Allocated
G6MMM,G6,MMM,Call Sign - Amateur,Allocated
G6MMR,G6,MMR,Call Sign - Amateur,Allocated
G6MMS,G6,MMS,Call Sign - Amateur,Allocated
G6MMT,G6,MMT,Call Sign - Amateur,Allocated
G6MMV,G6,MMV,Call Sign - Amateur,Reserved
G6MMZ,G6,MMZ,Call Sign - Amateur,Reserved
G6MNA,G6,MNA,Call Sign - Amateur,Reserved
G6MNB,G6,MNB,Call Sign - Amateur,Allocated
G6MNC,G6,MNC,Call Sign - Amateur,Allocated
G6MNF,G6,MNF,Call Sign - Amateur,Reserved
G6MNI,G6,MNI,Call Sign - Amateur,Allocated
G6MNJ,G6,MNJ,Call Sign - Amateur,Allocated
G6MNK,G6,MNK,Call Sign - Amateur,Reserved
G6MNL,G6,MNL,Call Sign - Amateur,Allocated
G6MNM,G6,MNM,Call Sign - Amateur,Allocated
G6MNN,G6,MNN,Call Sign - Amateur,Allocated
G6MNO,G6,MNO,Call Sign - Amateur,Reserved
G6MNQ,G6,MNQ,Call Sign - Amateur,Allocated
G6MNX,G6,MNX,Call Sign - Amateur,Reserved
G6MNZ,G6,MNZ,Call Sign - Amateur,Reserved
G6MOB,G6,MOB,Call Sign - Amateur,Reserved
G6MOD,G6,MOD,Call Sign - Amateur,Allocated
G6MOF,G6,MOF,Call Sign - Amateur,Reserved
G6MOG,G6,MOG,Call Sign - Amateur,Allocated
G6MOI,G6,MOI,Call Sign - Amateur,Allocated
G6MOM,G6,MOM,Call Sign - Amateur,Reserved
G6MON,G6,MON,Call Sign - Amateur,Reserved
G6MOR,G6,MOR,Call Sign - Amateur,Reserved
G6MOS,G6,MOS,Call Sign - Amateur,Reserved
G6MOT,G6,MOT,Call Sign - Amateur,Allocated
G6MOV,G6,MOV,Call Sign - Amateur,Reserved
G6MOY,G6,MOY,Call Sign - Amateur,Allocated
G6MOZ,G6,MOZ,Call Sign - Amateur,Allocated
G6MPB,G6,MPB,Call Sign - Amateur,Reserved
G6MPE,G6,MPE,Call Sign - Amateur,Allocated
G6MPG,G6,MPG,Call Sign - Amateur,Reserved
G6MPH,G6,MPH,Call Sign - Amateur,Reserved
G6MPJ,G6,MPJ,Call Sign - Amateur,Allocated
G6MPK,G6,MPK,Call Sign - Amateur,Allocated
G6MPN,G6,MPN,Call Sign - Amateur,Allocated
G6MPT,G6,MPT,Call Sign - Amateur,Allocated
G6MPW,G6,MPW,Call Sign - Amateur,Reserved
G6MPX,G6,MPX,Call Sign - Amateur,Allocated
G6MQA,G6,MQA,Call Sign - Amateur,Reserved
G6MQD,G6,MQD,Call Sign - Amateur,Allocated
G6MQE,G6,MQE,Call Sign - Amateur,Reserved
G6MQF,G6,MQF,Call Sign - Amateur,Reserved
G6MQG,G6,MQG,Call Sign - Amateur,Allocated
G6MQH,G6,MQH,Call Sign - Amateur,Reserved
G6MQI,G6,MQI,Call Sign - Amateur,Allocated
G6MQJ,G6,MQJ,Call Sign - Amateur,Allocated
G6MQK,G6,MQK,Call Sign - Amateur,Allocated
G6MQN,G6,MQN,Call Sign - Amateur,Allocated
G6MQP,G6,MQP,Call Sign - Amateur,Allocated
G6MQR,G6,MQR,Call Sign - Amateur,Reserved
G6MQU,G6,MQU,Call Sign - Amateur,Allocated
G6MQY,G6,MQY,Call Sign - Amateur,Allocated
G6MQZ,G6,MQZ,Call Sign - Amateur,Allocated
G6MR,G6,MR,Call Sign - Amateur,Reserved
G6MRB,G6,MRB,Call Sign - Amateur,Reserved
G6MRI,G6,MRI,Call Sign - Amateur,Allocated
G6MRJ,G6,MRJ,Call Sign - Amateur,Reserved
G6MRK,G6,MRK,Call Sign - Amateur,Reserved
G6MRL,G6,MRL,Call Sign - Amateur,Reserved
G6MRN,G6,MRN,Call Sign - Amateur,Allocated
G6MRO,G6,MRO,Call Sign - Amateur,Allocated
G6MRP,G6,MRP,Call Sign - Amateur,Allocated
G6MRT,G6,MRT,Call Sign - Amateur,Reserved
G6MRU,G6,MRU,Call Sign - Amateur,Reserved
G6MRW,G6,MRW,Call Sign - Amateur,Allocated
G6MRY,G6,MRY,Call Sign - Amateur,Allocated
G6MRZ,G6,MRZ,Call Sign - Amateur,Reserved
G6MSC,G6,MSC,Call Sign - Amateur,Allocated
G6MSD,G6,MSD,Call Sign - Amateur,Reserved
G6MSH,G6,MSH,Call Sign - Amateur,Reserved
G6MSM,G6,MSM,Call Sign - Amateur,Reserved
G6MSN,G6,MSN,Call Sign - Amateur,Reserved
G6MSQ,G6,MSQ,Call Sign - Amateur,Allocated
G6MSS,G6,MSS,Call Sign - Amateur,Allocated
G6MSV,G6,MSV,Call Sign - Amateur,Reserved
G6MSW,G6,MSW,Call Sign - Amateur,Reserved
G6MSX,G6,MSX,Call Sign - Amateur,Reserved
G6MTA,G6,MTA,Call Sign - Amateur,Reserved
G6MTB,G6,MTB,Call Sign - Amateur,Allocated
G6MTE,G6,MTE,Call Sign - Amateur,Allocated
G6MTF,G6,MTF,Call Sign - Amateur,Allocated
G6MTG,G6,MTG,Call Sign - Amateur,Allocated
G6MTH,G6,MTH,Call Sign - Amateur,Reserved
G6MTL,G6,MTL,Call Sign - Amateur,Allocated
G6MTN,G6,MTN,Call Sign - Amateur,Reserved
G6MTQ,G6,MTQ,Call Sign - Amateur,Reserved
G6MTV,G6,MTV,Call Sign - Amateur,Reserved
G6MTY,G6,MTY,Call Sign - Amateur,Allocated
G6MTZ,G6,MTZ,Call Sign - Amateur,Allocated
G6MUB,G6,MUB,Call Sign - Amateur,Reserved
G6MUF,G6,MUF,Call Sign - Amateur,Reserved
G6MUJ,G6,MUJ,Call Sign - Amateur,Allocated
G6MUK,G6,MUK,Call Sign - Amateur,Reserved
G6MUP,G6,MUP,Call Sign - Amateur,Allocated
G6MUQ,G6,MUQ,Call Sign - Amateur,Allocated
G6MUS,G6,MUS,Call Sign - Amateur,Reserved
G6MUV,G6,MUV,Call Sign - Amateur,Reserved
G6MUW,G6,MUW,Call Sign - Amateur,Allocated
G6MUX,G6,MUX,Call Sign - Amateur,Allocated
G6MUZ,G6,MUZ,Call Sign - Amateur,Allocated
G6MVC,G6,MVC,Call Sign - Amateur,Allocated
G6MVD,G6,MVD,Call Sign - Amateur,Allocated
G6MVF,G6,MVF,Call Sign - Amateur,Allocated
G6MVK,G6,MVK,Call Sign - Amateur,Reserved
G6MVN,G6,MVN,Call Sign - Amateur,Allocated
G6MVO,G6,MVO,Call Sign - Amateur,Allocated
G6MVP,G6,MVP,Call Sign - Amateur,Reserved
G6MVQ,G6,MVQ,Call Sign - Amateur,Allocated
G6MVR,G6,MVR,Call Sign - Amateur,Allocated
G6MVS,G6,MVS,Call Sign - Amateur,Allocated
G6MVU,G6,MVU,Call Sign - Amateur,Reserved
G6MVV,G6,MVV,Call Sign - Amateur,Reserved
G6MVW,G6,MVW,Call Sign - Amateur,Allocated
G6MVZ,G6,MVZ,Call Sign - Amateur,Reserved
G6MWB,G6,MWB,Call Sign - Amateur,Allocated
G6MWD,G6,MWD,Call Sign - Amateur,Allocated
G6MWG,G6,MWG,Call Sign - Amateur,Reserved
G6MWJ,G6,MWJ,Call Sign - Amateur,Allocated
G6MWL,G6,MWL,Call Sign - Amateur,Allocated
G6MWM,G6,MWM,Call Sign - Amateur,Allocated
G6MWN,G6,MWN,Call Sign - Amateur,Reserved
G6MWP,G6,MWP,Call Sign - Amateur,Allocated
G6MWR,G6,MWR,Call Sign - Amateur,Allocated
G6MWS,G6,MWS,Call Sign - Amateur,Allocated
G6MWT,G6,MWT,Call Sign - Amateur,Reserved
G6MWU,G6,MWU,Call Sign - Amateur,Reserved
G6MWY,G6,MWY,Call Sign - Amateur,Reserved
G6MXB,G6,MXB,Call Sign - Amateur,Reserved
G6MXE,G6,MXE,Call Sign - Amateur,Allocated
G6MXG,G6,MXG,Call Sign - Amateur,Reserved
G6MXJ,G6,MXJ,Call Sign - Amateur,Allocated
G6MXL,G6,MXL,Call Sign - Amateur,Allocated
G6MXO,G6,MXO,Call Sign - Amateur,Reserved
G6MXR,G6,MXR,Call Sign - Amateur,Allocated
G6MXT,G6,MXT,Call Sign - Amateur,Allocated
G6MXV,G6,MXV,Call Sign - Amateur,Allocated
G6MXW,G6,MXW,Call Sign - Amateur,Reserved
G6MYA,G6,MYA,Call Sign - Amateur,Reserved
G6MYE,G6,MYE,Call Sign - Amateur,Reserved
G6MYG,G6,MYG,Call Sign - Amateur,Reserved
G6MYH,G6,MYH,Call Sign - Amateur,Allocated
G6MYI,G6,MYI,Call Sign - Amateur,Reserved
G6MYL,G6,MYL,Call Sign - Amateur,Allocated
G6MYO,G6,MYO,Call Sign - Amateur,Allocated
G6MYQ,G6,MYQ,Call Sign - Amateur,Reserved
G6MYT,G6,MYT,Call Sign - Amateur,Allocated
G6MYW,G6,MYW,Call Sign - Amateur,Allocated
G6MYY,G6,MYY,Call Sign - Amateur,Allocated
G6MYZ,G6,MYZ,Call Sign - Amateur,Allocated
G6MZF,G6,MZF,Call Sign - Amateur,Allocated
G6MZH,G6,MZH,Call Sign - Amateur,Reserved
G6MZJ,G6,MZJ,Call Sign - Amateur,Reserved
G6MZK,G6,MZK,Call Sign - Amateur,Allocated
G6MZL,G6,MZL,Call Sign - Amateur,Reserved
G6MZN,G6,MZN,Call Sign - Amateur,Allocated
G6MZS,G6,MZS,Call Sign - Amateur,Allocated
G6MZT,G6,MZT,Call Sign - Amateur,Allocated
G6MZV,G6,MZV,Call Sign - Amateur,Allocated
G6MZW,G6,MZW,Call Sign - Amateur,Allocated
G6MZX,G6,MZX,Call Sign - Amateur,Allocated
G6NAD,G6,NAD,Call Sign - Amateur,Allocated
G6NAF,G6,NAF,Call Sign - Amateur,Reserved
G6NAG,G6,NAG,Call Sign - Amateur,Allocated
G6NAH,G6,NAH,Call Sign - Amateur,Allocated
G6NAI,G6,NAI,Call Sign - Amateur,Reserved
G6NAJ,G6,NAJ,Call Sign - Amateur,Allocated
G6NAK,G6,NAK,Call Sign - Amateur,Reserved
G6NAL,G6,NAL,Call Sign - Amateur,Allocated
G6NAN,G6,NAN,Call Sign - Amateur,Reserved
G6NAP,G6,NAP,Call Sign - Amateur,Allocated
G6NAQ,G6,NAQ,Call Sign - Amateur,Allocated
G6NAV,G6,NAV,Call Sign - Amateur,Allocated
G6NAX,G6,NAX,Call Sign - Amateur,Allocated
G6NAZ,G6,NAZ,Call Sign - Amateur,Reserved
G6NB,G6,NB,Call Sign - Amateur,Reserved
G6NBD,G6,NBD,Call Sign - Amateur,Reserved
G6NBE,G6,NBE,Call Sign - Amateur,Allocated
G6NBF,G6,NBF,Call Sign - Amateur,Allocated
G6NBH,G6,NBH,Call Sign - Amateur,Reserved
G6NBI,G6,NBI,Call Sign - Amateur,Allocated
G6NBK,G6,NBK,Call Sign - Amateur,Allocated
G6NBL,G6,NBL,Call Sign - Amateur,Allocated
G6NBM,G6,NBM,Call Sign - Amateur,Allocated
G6NBP,G6,NBP,Call Sign - Amateur,Allocated
G6NCB,G6,NCB,Call Sign - Amateur,Reserved
G6NCC,G6,NCC,Call Sign - Amateur,Reserved
G6NCE,G6,NCE,Call Sign - Amateur,Allocated
G6NCF,G6,NCF,Call Sign - Amateur,Allocated
G6NCJ,G6,NCJ,Call Sign - Amateur,Reserved
G6NCL,G6,NCL,Call Sign - Amateur,Allocated
G6NCM,G6,NCM,Call Sign - Amateur,Reserved
G6NCN,G6,NCN,Call Sign - Amateur,Allocated
G6NCP,G6,NCP,Call Sign - Amateur,Reserved
G6NCQ,G6,NCQ,Call Sign - Amateur,Allocated
G6NCR,G6,NCR,Call Sign - Amateur,Allocated
G6NCS,G6,NCS,Call Sign - Amateur,Reserved
G6NCU,G6,NCU,Call Sign - Amateur,Allocated
G6NCV,G6,NCV,Call Sign - Amateur,Reserved
G6NCZ,G6,NCZ,Call Sign - Amateur,Allocated
G6NDA,G6,NDA,Call Sign - Amateur,Allocated
G6NDE,G6,NDE,Call Sign - Amateur,Reserved
G6NDG,G6,NDG,Call Sign - Amateur,Reserved
G6NDH,G6,NDH,Call Sign - Amateur,Allocated
G6NDI,G6,NDI,Call Sign - Amateur,Allocated
G6NDJ,G6,NDJ,Call Sign - Amateur,Allocated
G6NDM,G6,NDM,Call Sign - Amateur,Allocated
G6NDR,G6,NDR,Call Sign - Amateur,Reserved
G6NDS,G6,NDS,Call Sign - Amateur,Allocated
G6NDY,G6,NDY,Call Sign - Amateur,Reserved
G6NDZ,G6,NDZ,Call Sign - Amateur,Reserved
G6NEA,G6,NEA,Call Sign - Amateur,Allocated
G6NEB,G6,NEB,Call Sign - Amateur,Allocated
G6NEI,G6,NEI,Call Sign - Amateur,Reserved
G6NEJ,G6,NEJ,Call Sign - Amateur,Reserved
G6NEK,G6,NEK,Call Sign - Amateur,Allocated
G6NEM,G6,NEM,Call Sign - Amateur,Allocated
G6NEP,G6,NEP,Call Sign - Amateur,Reserved
G6NEQ,G6,NEQ,Call Sign - Amateur,Reserved
G6NER,G6,NER,Call Sign - Amateur,Allocated
G6NET,G6,NET,Call Sign - Amateur,Allocated
G6NEW,G6,NEW,Call Sign - Amateur,Reserved
G6NEX,G6,NEX,Call Sign - Amateur,Reserved
G6NEZ,G6,NEZ,Call Sign - Amateur,Allocated
G6NFB,G6,NFB,Call Sign - Amateur,Allocated
G6NFC,G6,NFC,Call Sign - Amateur,Allocated
G6NFE,G6,NFE,Call Sign - Amateur,Allocated
G6NFF,G6,NFF,Call Sign - Amateur,Allocated
G6NFJ,G6,NFJ,Call Sign - Amateur,Allocated
G6NFK,G6,NFK,Call Sign - Amateur,Allocated
G6NFP,G6,NFP,Call Sign - Amateur,Reserved
G6NFR,G6,NFR,Call Sign - Amateur,Allocated
G6NFT,G6,NFT,Call Sign - Amateur,Allocated
G6NFU,G6,NFU,Call Sign - Amateur,Reserved
