Country,Current Series,Reference,Value,Type,Product,Status
2,0,RYY,20RYY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,RZA,20RZA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,RZB,20RZB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,RZC,20RZC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,RZF,20RZF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,RZG,20RZG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,RZI,20RZI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,RZJ,20RZJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,RZN,20RZN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,RZO,20RZO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,RZP,20RZP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,RZQ,20RZQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,RZS,20RZS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,RZU,20RZU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,RZV,20RZV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,RZW,20RZW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,RZY,20RZY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SEO,20SEO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SEP,2015-09-20,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SER,20SER,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SES,20SES,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SET,20SET,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SEU,20SEU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SEV,20SEV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SFE,20SFE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SFF,20SFF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SFH,20SFH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SFI,20SFI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SFJ,20SFJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SFK,20SFK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SFL,20SFL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SFN,20SFN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SFP,20SFP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SFQ,20SFQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SFR,20SFR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SFS,20SFS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SFV,20SFV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SFW,20SFW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SFY,20SFY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SFZ,20SFZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SGA,20SGA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SGJ,20SGJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SGK,20SGK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SGL,20SGL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SGN,20SGN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SGO,20SGO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SGS,20SGS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SGV,20SGV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SGW,20SGW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SHC,20SHC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SHD,20SHD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SHH,20SHH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SHJ,20SHJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SHK,20SHK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SHN,20SHN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SHO,20SHO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SHQ,20SHQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SHR,20SHR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SHS,20SHS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SHT,20SHT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SHU,20SHU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SHX,20SHX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SHZ,20SHZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SIF,20SIF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SIH,20SIH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SII,20SII,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SIJ,20SIJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SIK,20SIK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SIO,20SIO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SIP,20SIP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SIQ,20SIQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SIU,20SIU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SIV,20SIV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SIW,20SIW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SIZ,20SIZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SJE,20SJE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SJJ,20SJJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SJO,20SJO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SJU,20SJU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SJV,20SJV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SJX,20SJX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SJZ,20SJZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SKE,20SKE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SKH,20SKH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SKN,20SKN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SKO,20SKO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SKP,20SKP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SKQ,20SKQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SKR,20SKR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SKU,20SKU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SKV,20SKV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SLG,20SLG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SLI,20SLI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SLL,20SLL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SLO,20SLO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SLQ,20SLQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SLU,20SLU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SLV,20SLV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SLX,20SLX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SLZ,20SLZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SMQ,20SMQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SMR,20SMR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SMV,20SMV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SNB,20SNB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SNC,20SNC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SNF,20SNF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SNI,20SNI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SNK,20SNK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SNL,20SNL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SNN,20SNN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SNQ,20SNQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SNS,20SNS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SNT,20SNT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SNV,20SNV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SNY,20SNY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SNZ,20SNZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SOC,20SOC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SOG,20SOG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SOH,20SOH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SOJ,20SOJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SOK,20SOK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SOM,20SOM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SOO,20SOO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SOQ,20SOQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SOR,20SOR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SOU,20SOU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SOV,20SOV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SOY,20SOY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SPE,20SPE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SPJ,20SPJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SPO,20SPO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SPP,20SPP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SPQ,20SPQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SPS,20SPS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SPV,20SPV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQA,20SQA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQB,20SQB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQC,20SQC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQD,20SQD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQE,20SQE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQF,20SQF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQG,20SQG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQH,20SQH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQI,20SQI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQJ,20SQJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQN,20SQN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQO,20SQO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQP,20SQP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQQ,20SQQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQR,20SQR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQS,20SQS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQT,20SQT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQU,20SQU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQV,20SQV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQW,20SQW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQX,20SQX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQY,20SQY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SQZ,20SQZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SRD,20SRD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SRH,20SRH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SRN,20SRN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SRO,20SRO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SRQ,20SRQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SRT,20SRT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SRU,20SRU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SRZ,20SRZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SSE,20SSE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SSF,20SSF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SSI,20SSI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SSM,20SSM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SSP,20SSP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SSR,20SSR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SSU,20SSU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SSV,20SSV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SSZ,20SSZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,STD,20STD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,STH,20STH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,STK,20STK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,STO,20STO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SUA,20SUA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SUC,20SUC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SUG,20SUG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SUH,20SUH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SUI,20SUI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SUK,20SUK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SUO,20SUO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SUP,20SUP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SUQ,20SUQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SUV,20SUV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SUW,20SUW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SUY,20SUY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SVA,20SVA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SVB,20SVB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SVC,20SVC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SVE,20SVE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SVF,20SVF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SVH,20SVH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SVI,20SVI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SVJ,20SVJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SVL,20SVL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SVM,20SVM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SVN,20SVN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SVO,20SVO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SVP,20SVP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SVQ,20SVQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SVU,20SVU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SVX,20SVX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SWC,20SWC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SWD,20SWD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SWH,20SWH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SWI,20SWI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SWJ,20SWJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SWK,20SWK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SWN,20SWN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SWP,20SWP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SWQ,20SWQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SWU,20SWU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SWV,20SWV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SWY,20SWY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SXA,20SXA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SXE,20SXE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SXH,20SXH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SXI,20SXI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SXK,20SXK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SXQ,20SXQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SXS,20SXS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SXU,20SXU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SXV,20SXV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SXW,20SXW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SXX,20SXX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SXZ,20SXZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SYA,20SYA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SYB,20SYB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SYC,20SYC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SYF,20SYF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SYG,20SYG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SYH,20SYH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SYI,20SYI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SYJ,20SYJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SYK,20SYK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SYO,20SYO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SYP,20SYP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SYQ,20SYQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SYT,20SYT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SYU,20SYU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SYV,20SYV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SYX,20SYX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SYZ,20SYZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZA,20SZA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZB,20SZB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZC,20SZC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZD,20SZD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZF,20SZF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZG,20SZG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZJ,20SZJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZK,20SZK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZL,20SZL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZM,20SZM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZO,20SZO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZP,20SZP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZQ,20SZQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZR,20SZR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZS,20SZS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZT,20SZT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZU,20SZU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZV,20SZV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZW,20SZW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZX,20SZX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,SZZ,20SZZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TDJ,20TDJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TDK,20TDK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TDN,20TDN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TDR,20TDR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TDT,20TDT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TDV,20TDV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TDW,20TDW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TEJ,20TEJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TEO,20TEO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TEP,20TEP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TER,20TER,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TES,20TES,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TEU,20TEU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TEX,20TEX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TFA,20TFA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TFB,20TFB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TFD,20TFD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TFF,20TFF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TFG,20TFG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TFJ,20TFJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TFK,20TFK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TFM,20TFM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TFN,20TFN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TFP,20TFP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TFS,20TFS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TFV,20TFV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TFW,20TFW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TFY,20TFY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TGA,20TGA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TGI,20TGI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TGJ,20TGJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TGK,20TGK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TGM,20TGM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TGN,20TGN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TGO,20TGO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TGP,20TGP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TGR,20TGR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TGU,20TGU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TGX,20TGX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TGY,20TGY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TGZ,20TGZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,THA,20THA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,THD,20THD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,THE,20THE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,THF,20THF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,THG,20THG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,THH,20THH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,THI,20THI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,THJ,20THJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,THK,20THK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,THN,20THN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,THP,20THP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,THQ,20THQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,THR,20THR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,THU,20THU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,THV,20THV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,THX,20THX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TIB,20TIB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TIC,20TIC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TIE,20TIE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TIH,20TIH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TII,20TII,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TIJ,20TIJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TIK,20TIK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TIL,20TIL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TIO,20TIO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TIQ,20TIQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TIR,20TIR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TIS,20TIS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TIW,20TIW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TIY,20TIY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TIZ,20TIZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TJD,20TJD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TJJ,20TJJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TJL,20TJL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TJN,20TJN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TJO,20TJO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TJQ,20TJQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TJV,20TJV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TJY,20TJY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TJZ,20TJZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TKD,20TKD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TKG,20TKG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TKH,20TKH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TKJ,20TKJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TKK,20TKK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TKL,20TKL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TKM,20TKM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TKO,20TKO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TKP,20TKP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TKQ,20TKQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TKT,20TKT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TKU,20TKU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TLD,20TLD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TLF,20TLF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TLH,20TLH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,TLI,20TLI,Call Sign,Amateur Intermediate Radio Licence,Available
