callsign,status,licence_class,last_modified_date,original_start_date
20AYT,Allocated,Amateur Intermediate Radio Licence,2024-04-26,2004-11-16
20AYU,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2004-11-18
20AYV,Reserved,,,
20AYW,Allocated,Amateur Intermediate Radio Licence,2024-06-04,2004-12-10
20AYX,Allocated,Amateur Intermediate Radio Licence,2024-04-08,2004-12-10
20AYY,Allocated,Amateur Intermediate Radio Licence,2024-05-03,2003-07-28
20AYZ,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2004-12-10
20AZA,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2004-12-10
20AZB,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2004-12-10
20AZC,Allocated,Amateur Intermediate Radio Licence,2024-05-20,2004-12-13
20AZD,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2004-12-14
20AZE,Reserved,,,
20AZF,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2004-12-30
20AZG,Reserved,,,
20AZH,Reserved,,,
20AZI,Reserved,Amateur Intermediate Radio Licence,,
20AZJ,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-01-28
20AZK,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-02-01
20AZL,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-02-27
20AZM,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-02-27
20AZN,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-03-07
20AZO,Reserved,,,
20AZP,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-03-10
20AZQ,Allocated,Amateur Intermediate Radio Licence,2024-06-10,2005-03-10
20AZR,Reserved,,,
20AZS,Allocated,Amateur Intermediate Radio Licence,2024-06-03,2005-03-24
20AZT,Allocated,Amateur Intermediate Radio Licence,2024-08-23,2005-03-25
20AZU,Allocated,Amateur Intermediate Radio Licence,2024-05-01,2005-03-31
20AZV,Allocated,Amateur Intermediate Radio Licence,2024-09-06,2005-04-04
20AZW,Allocated,Amateur Intermediate Radio Licence,2024-05-09,2005-04-05
20AZX,Reserved,Amateur Intermediate Radio Licence,,
20AZY,Reserved,,,
20AZZ,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2001-06-21
20BAA,Reserved,,,
20BAB,Allocated,Amateur Intermediate Radio Licence,2024-06-24,2005-05-03
20BAC,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-05-03
20BAD,Allocated,Amateur Intermediate Radio Licence,2024-03-30,2005-05-04
20BAE,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-05-04
20BAF,Allocated,Amateur Intermediate Radio Licence,2024-06-27,2005-05-06
20BAG,Reserved,,,
20BAH,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-05-20
20BAI,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-05-20
20BAJ,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-05-20
20BAK,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-05-20
20BAL,Allocated,Amateur Intermediate Radio Licence,2025-05-12,2025-04-16
20BAM,Reserved,,,
20BAN,Reserved,,,
20BAO,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-05-20
20BAP,Allocated,Amateur Intermediate Radio Licence,2024-09-05,2005-05-24
20BAQ,Allocated,Amateur Intermediate Radio Licence,2024-06-15,2022-05-31
20BAR,Reserved,Amateur Intermediate Radio Licence,,
20BAS,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-05-03
20BAT,Reserved,,,
20BAU,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-06-02
20BAV,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-06-06
20BAW,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-06-06
20BAX,Allocated,Amateur Intermediate Radio Licence,2024-06-25,2005-06-07
20BAY,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-06-09
20BAZ,Reserved,,,
20BBA,Allocated,Amateur Intermediate Radio Licence,2024-03-10,2005-06-14
20BBB,Allocated,Amateur Intermediate Radio Licence,2024-09-04,2005-06-16
20BBC,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-06-17
20BBD,Allocated,Amateur Intermediate Radio Licence,2024-03-08,2005-06-21
20BBE,Reserved,,,
20BBF,Reserved,,,
20BBG,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-06-21
20BBH,Reserved,,,
20BBI,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-07-01
20BBJ,Reserved,,,
20BBK,Reserved,,,
20BBL,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2007-11-26
20BBM,Allocated,Amateur Intermediate Radio Licence,2024-06-07,2005-07-08
20BBN,Allocated,Amateur Intermediate Radio Licence,2024-06-23,2009-06-24
20BBO,Allocated,Amateur Intermediate Radio Licence,2024-03-26,2005-08-19
20BBP,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-08-19
20BBQ,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-08-19
20BBR,Reserved,,,
20BBS,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-08-19
20BBT,Allocated,Amateur Intermediate Radio Licence,2024-03-26,2005-08-22
20BBU,Reserved,,,
20BBV,Allocated,Amateur Intermediate Radio Licence,2024-05-07,2005-08-23
20BBW,Reserved,,,
20BBX,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-08-25
20BBY,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-08-25
20BBZ,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-08-30
20BCA,Allocated,Amateur Intermediate Radio Licence,2024-06-18,2005-08-31
20BCB,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-09-01
20BCC,Reserved,,,
20BCD,Allocated,Amateur Intermediate Radio Licence,2024-09-06,2005-09-30
20BCE,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-10-05
20BCF,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-10-12
20BCG,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-10-14
20BCH,Reserved,Amateur Intermediate Radio Licence,,
20BCI,Allocated,Amateur Intermediate Radio Licence,2024-06-13,2005-11-24
20BCJ,Allocated,Amateur Intermediate Radio Licence,2025-01-04,2005-11-24
20BCK,Allocated,Amateur Intermediate Radio Licence,2024-06-09,2005-11-24
20BCL,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-11-24
20BCM,Allocated,Amateur Intermediate Radio Licence,2024-06-13,2005-07-23
20BCN,Allocated,Amateur Intermediate Radio Licence,2024-06-04,2005-11-24
20BCO,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-11-25
20BCP,Allocated,Amateur Intermediate Radio Licence,2024-06-20,2005-11-25
20BCQ,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-11-25
20BCR,Reserved,Amateur Intermediate Radio Licence,,
20BCS,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-11-25
20BCT,Reserved,Amateur Intermediate Radio Licence,,
20BCU,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-11-30
20BCV,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-12-01
20BCW,Allocated,Amateur Intermediate Radio Licence,2024-06-27,2005-12-05
20BCX,Allocated,Amateur Intermediate Radio Licence,2024-06-13,2005-12-09
20BCY,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-12-13
20BCZ,Reserved,Amateur Intermediate Radio Licence,,
20BDA,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-01-06
20BDB,Allocated,Amateur Intermediate Radio Licence,2024-06-07,2006-01-08
20BDC,Allocated,Amateur Intermediate Radio Licence,2024-06-22,2006-01-10
20BDD,Allocated,Amateur Intermediate Radio Licence,2024-06-17,2005-12-22
20BDE,Reserved,Amateur Intermediate Radio Licence,,
20BDF,Allocated,Amateur Intermediate Radio Licence,2024-06-02,2006-01-25
20BDG,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-01-25
20BDH,Reserved,Amateur Intermediate Radio Licence,,
20BDI,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-01-25
20BDJ,Allocated,Amateur Intermediate Radio Licence,2024-04-03,2006-01-29
20BDK,Reserved,,,
20BDL,Reserved,Amateur Intermediate Radio Licence,,
20BDM,Reserved,Amateur Intermediate Radio Licence,,
20BDN,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2006-02-02
20BDO,Allocated,Amateur Intermediate Radio Licence,2024-04-18,2006-02-06
20BDP,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-02-12
20BDQ,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-02-15
20BDR,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2006-02-22
20BDS,Allocated,Amateur Intermediate Radio Licence,2024-06-06,2005-05-20
20BDT,Allocated,Amateur Intermediate Radio Licence,2024-06-18,2006-02-22
20BDU,Reserved,,,
20BDV,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-02-23
20BDW,Reserved,Amateur Intermediate Radio Licence,,
20BDX,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-02-23
20BDY,Allocated,Amateur Intermediate Radio Licence,2025-06-30,2006-03-01
20BDZ,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2006-03-03
20BEA,Allocated,Amateur Intermediate Radio Licence,2024-04-18,2006-03-10
20BEB,Reserved,Amateur Intermediate Radio Licence,,
20BEC,Allocated,Amateur Intermediate Radio Licence,2024-06-26,2006-03-10
20BED,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-03-10
20BEE,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-03-13
20BEF,Allocated,Amateur Intermediate Radio Licence,2024-03-08,2006-03-13
20BEG,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-03-14
20BEH,Allocated,Amateur Intermediate Radio Licence,2024-04-17,2006-03-22
20BEI,Allocated,Amateur Intermediate Radio Licence,2024-04-21,2006-03-22
20BEJ,Allocated,Amateur Intermediate Radio Licence,2024-03-11,2006-04-06
20BEK,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-03-31
20BEL,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-04-06
20BEM,Reserved,,,
20BEN,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2005-08-14
20BEO,Reserved,,,
20BEP,Allocated,Amateur Intermediate Radio Licence,2024-06-15,2006-05-08
20BEQ,Allocated,Amateur Intermediate Radio Licence,2025-06-12,2006-05-15
20BER,Reserved,,,
20BES,Allocated,Amateur Intermediate Radio Licence,2024-04-11,2006-05-26
20BET,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-06-02
20BEU,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-06-02
20BEV,Allocated,Amateur Intermediate Radio Licence,2024-09-06,2006-06-06
20BEW,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-06-19
20BEX,Allocated,Amateur Intermediate Radio Licence,2024-06-15,2005-11-25
20BEY,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-06-20
20BEZ,Allocated,Amateur Intermediate Radio Licence,2025-09-07,2006-06-22
20BFA,Allocated,Amateur Intermediate Radio Licence,2024-04-26,2006-06-22
20BFB,Allocated,Amateur Intermediate Radio Licence,2024-04-03,2006-06-22
20BFC,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-06-23
20BFD,Allocated,Amateur Intermediate Radio Licence,2024-06-08,2006-06-23
20BFE,Reserved,,,
20BFF,Allocated,Amateur Intermediate Radio Licence,2024-04-04,2004-11-17
20BFG,Allocated,Amateur Intermediate Radio Licence,2024-03-07,2006-06-27
20BFH,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-06-29
20BFI,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-07-03
20BFJ,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-07-04
20BFK,Allocated,Amateur Intermediate Radio Licence,2024-07-21,2006-07-10
20BFL,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-07-12
20BFM,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-07-18
20BFN,Allocated,Amateur Intermediate Radio Licence,2024-05-14,2006-07-20
20BFO,Reserved,Amateur Intermediate Radio Licence,,
20BFP,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-07-20
20BFQ,Reserved,Amateur Intermediate Radio Licence,,
20BFR,Allocated,Amateur Intermediate Radio Licence,2024-05-06,2005-08-25
20BFS,Allocated,Amateur Intermediate Radio Licence,2024-06-09,2006-08-09
20BFT,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-08-15
20BFU,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-08-16
20BFV,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-08-16
20BFW,Reserved,,,
20BFX,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-08-30
20BFY,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2006-09-06
20BFZ,Allocated,Amateur Intermediate Radio Licence,2024-09-18,2006-09-11
20BGA,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2006-09-13
20BGB,Allocated,Amateur Intermediate Radio Licence,2024-06-18,2006-09-18
20BGC,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2006-10-09
20BGD,Reserved,Amateur Intermediate Radio Licence,,
20BGE,Allocated,Amateur Intermediate Radio Licence,2024-03-08,2006-10-09
20BGF,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-10-13
20BGG,Allocated,Amateur Intermediate Radio Licence,2024-03-22,2006-10-13
20BGH,Reserved,Amateur Intermediate Radio Licence,,
20BGI,Allocated,Amateur Intermediate Radio Licence,2024-06-15,2006-10-17
20BGJ,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-10-17
20BGK,Allocated,Amateur Intermediate Radio Licence,2024-06-24,2023-08-23
20BGL,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2004-04-08
20BGM,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-10-20
20BGN,Reserved,,,
20BGO,Allocated,Amateur Intermediate Radio Licence,2024-06-15,2007-02-14
20BGP,Allocated,Amateur Intermediate Radio Licence,2024-08-30,2007-02-17
20BGQ,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2006-10-25
20BGR,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-03-11
20BGS,Allocated,Amateur Intermediate Radio Licence,2025-09-10,2006-10-27
20BGT,Reserved,Amateur Intermediate Radio Licence,,
20BGU,Reserved,,,
20BGV,Allocated,Amateur Intermediate Radio Licence,2024-03-29,2006-11-08
20BGW,Reserved,Amateur Intermediate Radio Licence,,
20BGX,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2006-11-13
20BGY,Reserved,,,
20BGZ,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2006-11-17
20BHA,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2006-11-21
20BHB,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-11-22
20BHC,Allocated,Amateur Intermediate Radio Licence,2024-08-30,2007-02-27
20BHD,Reserved,Amateur Intermediate Radio Licence,,
20BHE,Allocated,Amateur Intermediate Radio Licence,2024-06-11,2007-03-15
20BHF,Reserved,,,
20BHG,Reserved,Amateur Intermediate Radio Licence,,
20BHH,Allocated,Amateur Intermediate Radio Licence,2024-05-14,2007-03-19
20BHI,Allocated,Amateur Intermediate Radio Licence,2024-09-08,2006-12-01
20BHJ,Allocated,Amateur Intermediate Radio Licence,2024-08-31,2007-03-19
20BHK,Allocated,Amateur Intermediate Radio Licence,2024-05-15,2007-03-20
20BHL,Allocated,Amateur Intermediate Radio Licence,2024-06-27,2007-03-20
20BHM,Allocated,Amateur Intermediate Radio Licence,2024-08-31,2007-03-27
20BHN,Allocated,Amateur Intermediate Radio Licence,2024-05-15,2007-03-31
20BHO,Allocated,Amateur Intermediate Radio Licence,2024-09-05,2007-04-01
20BHP,Allocated,Amateur Intermediate Radio Licence,2024-05-18,2007-04-03
20BHQ,Allocated,Amateur Intermediate Radio Licence,2024-06-27,2007-04-02
20BHR,Allocated,Amateur Intermediate Radio Licence,2024-09-05,2007-04-03
20BHS,Allocated,Amateur Intermediate Radio Licence,2024-08-31,2007-04-03
20BHT,Allocated,Amateur Intermediate Radio Licence,2024-08-31,2007-04-02
20BHU,Allocated,Amateur Intermediate Radio Licence,2024-08-31,2007-04-04
20BHV,Allocated,Amateur Intermediate Radio Licence,2025-06-09,2007-04-08
20BHW,Reserved,Amateur Intermediate Radio Licence,,
20BHX,Allocated,Amateur Intermediate Radio Licence,2024-08-31,2007-04-19
20BHY,Allocated,Amateur Intermediate Radio Licence,2024-06-08,2007-04-12
20BHZ,Allocated,Amateur Intermediate Radio Licence,2024-06-22,2005-11-24
20BIA,Allocated,Amateur Intermediate Radio Licence,2024-06-18,2022-11-02
20BIB,Allocated,Amateur Intermediate Radio Licence,2024-04-25,2007-02-09
20BIC,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-10-07
20BID,Allocated,Amateur Intermediate Radio Licence,2024-08-31,2007-04-16
20BIE,Reserved,,,
20BIF,Allocated,Amateur Intermediate Radio Licence,2024-09-06,2007-04-19
20BIH,Reserved,,,
20BII,Allocated,Amateur Intermediate Radio Licence,2024-08-31,2007-05-05
20BIJ,Allocated,Amateur Intermediate Radio Licence,2024-06-25,2007-04-22
20BIK,Reserved,Amateur Intermediate Radio Licence,,
20BIL,Allocated,Amateur Intermediate Radio Licence,2025-06-24,2004-12-10
20BIM,Allocated,Amateur Intermediate Radio Licence,2024-08-31,2007-04-26
20BIN,Allocated,Amateur Intermediate Radio Licence,2024-05-04,2007-05-01
20BIO,Allocated,Amateur Intermediate Radio Licence,2024-06-13,2007-05-03
20BIP,Reserved,Amateur Intermediate Radio Licence,,
20BIQ,Allocated,Amateur Intermediate Radio Licence,2024-06-21,2023-05-12
20BIR,Allocated,Amateur Intermediate Radio Licence,2024-09-05,2007-05-09
20BIS,Allocated,Amateur Intermediate Radio Licence,2024-09-06,2007-05-09
20BIU,Allocated,Amateur Intermediate Radio Licence,2024-08-31,2007-04-02
20BIV,Allocated,Amateur Intermediate Radio Licence,2024-08-31,2007-05-13
20BIW,Reserved,,,
20BIX,Allocated,Amateur Intermediate Radio Licence,2024-06-12,2007-05-01
20BIY,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2007-10-10
20BIZ,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2006-12-20
20BJA,Allocated,Amateur Intermediate Radio Licence,2024-03-10,2007-05-29
20BJB,Allocated,Amateur Intermediate Radio Licence,2024-08-31,2007-06-04
20BJC,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2007-01-30
20BJD,Allocated,Amateur Intermediate Radio Licence,2024-08-31,2007-06-11
20BJE,Allocated,Amateur Intermediate Radio Licence,2024-03-21,2007-06-17
20BJF,Reserved,,,
20BJG,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2007-06-24
20BJH,Reserved,,,
20BJI,Reserved,,,
20BJJ,Allocated,Amateur Intermediate Radio Licence,2024-03-08,2007-06-19
20BJK,Allocated,Amateur Intermediate Radio Licence,2024-03-10,2004-10-18
20BJL,Allocated,Amateur Intermediate Radio Licence,2024-06-11,2016-06-05
20BJM,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2004-03-01
20BJN,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2007-07-29
20BJO,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2007-07-26
20BJP,Allocated,Amateur Intermediate Radio Licence,2024-04-17,2007-07-30
20BJQ,Allocated,Amateur Intermediate Radio Licence,2024-06-27,2007-08-02
20BJR,Allocated,Amateur Intermediate Radio Licence,2024-03-27,2007-08-07
20BJS,Allocated,Amateur Intermediate Radio Licence,2024-08-31,2007-05-03
20BJT,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2007-08-15
20BJU,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2007-09-05
20BJV,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2007-10-17
20BJW,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-03-08
20BJX,Allocated,Amateur Intermediate Radio Licence,2024-06-23,2007-10-31
20BJY,Allocated,Amateur Intermediate Radio Licence,2024-06-22,2006-12-22
20BJZ,Reserved,,,
20BKA,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2007-10-14
20BKB,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2007-08-16
20BKC,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2004-02-27
20BKD,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2007-06-19
20BKE,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2007-08-14
20BKF,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2007-11-06
20BKG,Reserved,,,
20BKH,Reserved,,,
20BKI,Allocated,Amateur Intermediate Radio Licence,2024-04-04,2007-11-22
20BKJ,Allocated,Amateur Intermediate Radio Licence,2024-03-20,2007-10-04
20BKK,Reserved,Amateur Intermediate Radio Licence,,
20BKL,Allocated,Amateur Intermediate Radio Licence,2024-09-07,2007-11-24
20BKM,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2007-11-28
20BKN,Allocated,Amateur Intermediate Radio Licence,2024-04-15,2007-06-16
20BKO,Allocated,Amateur Intermediate Radio Licence,2024-08-31,2007-04-04
20BKP,Allocated,Amateur Intermediate Radio Licence,2024-06-12,2003-07-29
20BKQ,Allocated,Amateur Intermediate Radio Licence,2024-06-23,2007-11-30
20BKR,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2004-04-01
20BKS,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2006-01-25
20BKT,Allocated,Amateur Intermediate Radio Licence,2024-06-14,2007-10-18
20BKU,Allocated,Amateur Intermediate Radio Licence,2024-10-10,2018-10-01
20BKV,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2007-12-06
20BKW,Allocated,Amateur Intermediate Radio Licence,2024-03-24,2007-03-29
20BKX,Reserved,Amateur Intermediate Radio Licence,,
20BKY,Allocated,Amateur Intermediate Radio Licence,2024-06-29,2007-12-13
20BKZ,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2007-12-21
20BLA,Allocated,Amateur Intermediate Radio Licence,2024-09-02,2005-05-26
20BLB,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2007-12-29
20BLC,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2008-01-09
20BLD,Allocated,Amateur Intermediate Radio Licence,2024-07-21,2007-09-03
20BLE,Allocated,Amateur Intermediate Radio Licence,2024-06-11,2007-03-05
20BLF,Allocated,Amateur Intermediate Radio Licence,2024-04-29,2007-12-19
20BLG,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2008-01-03
20BLH,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2008-01-11
20BLI,Allocated,Amateur Intermediate Radio Licence,2024-06-15,2008-01-24
20BLJ,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2008-01-25
20BLK,Allocated,Amateur Intermediate Radio Licence,2024-06-08,2008-01-25
20BLL,Allocated,Amateur Intermediate Radio Licence,2025-05-17,2007-03-01
20BLM,Reserved,,,
20BLN,Allocated,Amateur Intermediate Radio Licence,2025-07-07,2008-01-28
20BLO,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2008-01-29
20BLP,Allocated,Amateur Intermediate Radio Licence,2024-03-10,2016-01-05
20BLQ,Allocated,Amateur Intermediate Radio Licence,2024-03-08,2008-01-31
20BLR,Allocated,Amateur Intermediate Radio Licence,2024-05-06,2008-02-09
20BLS,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2008-02-12
20BLT,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2008-01-29
20BLU,Allocated,Amateur Intermediate Radio Licence,2024-09-03,2004-04-06
20BLV,Allocated,Amateur Intermediate Radio Licence,2024-03-22,2008-02-13
20BLW,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2008-02-13
20BLX,Allocated,Amateur Intermediate Radio Licence,2024-09-01,2008-02-01
